sep=	
t[s]	Mv	Wv	Ph	Pf	T1	T2	d	angle
110.39	0.00	2.93	0.00	0.00	0.24	0.82	347.34	0.00
110.49	0.00	0.00	0.00	0.00	0.00	0.00	347.34	0.00
110.69	0.00	28.35	0.98	0.00	0.32	1.54	347.34	0.00
110.79	0.00	0.00	0.00	27.37	0.06	0.10	347.34	0.00
110.99	0.00	0.00	0.00	0.00	0.47	1.59	347.34	0.00
111.09	0.00	0.00	0.00	0.00	0.33	1.74	347.34	0.00
111.29	0.00	0.00	0.00	0.98	0.37	0.31	347.34	0.00
111.49	0.00	26.39	1.96	0.00	0.23	1.18	347.34	0.00
111.59	0.00	0.00	0.00	0.00	0.00	0.00	347.34	0.00
111.69	0.00	0.00	0.00	0.00	0.32	1.48	347.34	0.00
111.89	0.00	0.00	0.00	0.98	0.00	0.00	347.34	0.00
111.99	0.00	0.00	0.00	0.00	0.20	0.82	347.34	0.00
112.19	0.00	0.00	0.00	0.00	0.26	0.00	347.34	0.00
112.29	0.00	0.00	6.84	3.91	0.35	1.48	347.34	0.00
112.39	0.00	0.00	23.46	0.00	0.05	0.10	347.34	0.00
112.49	0.00	0.00	0.00	0.00	0.47	0.46	347.34	0.00
112.59	0.00	0.00	0.00	14.66	0.26	1.18	347.34	0.00
112.69	0.00	0.00	0.00	0.00	0.40	1.79	347.34	0.00
112.79	0.00	1.96	0.00	0.00	0.29	1.38	347.34	0.00
112.89	0.00	0.00	0.00	23.46	0.11	0.26	347.34	0.00
112.99	0.00	0.00	0.00	0.00	0.21	0.56	347.34	0.00
113.19	0.00	0.00	0.00	0.00	0.00	0.00	347.34	0.00
113.39	0.00	0.00	0.00	0.98	0.23	2.00	347.34	0.00
113.49	0.00	0.00	1.96	27.37	0.06	0.05	347.34	0.00
113.59	0.00	0.00	0.00	0.00	0.09	0.36	347.34	0.00
113.69	0.00	0.00	0.00	0.00	0.11	1.59	347.34	0.00
113.89	0.33	0.00	0.00	0.00	0.32	1.54	347.36	0.00
113.99	0.33	0.00	0.00	0.00	0.15	0.26	347.36	0.00
114.19	0.33	0.00	28.35	0.98	0.27	1.28	347.36	0.00
114.29	0.33	0.00	0.00	0.00	0.29	1.33	347.36	0.00
114.39	0.33	0.00	0.00	0.00	0.29	1.38	347.37	0.00
114.49	0.33	0.00	14.66	0.00	0.17	0.46	347.37	0.00
114.59	0.33	17.60	0.00	0.00	0.11	0.77	347.37	0.00
114.69	0.33	0.00	0.00	0.00	0.24	0.41	347.37	0.00
114.79	0.33	0.00	0.00	0.00	0.08	0.20	347.37	0.00
114.89	0.33	0.00	0.00	0.00	0.30	1.48	347.39	0.00
114.99	0.33	0.00	0.00	0.98	0.41	1.79	347.39	0.00
115.09	0.33	0.00	22.48	0.00	0.08	0.15	347.39	0.00
115.19	0.33	0.00	0.00	0.00	0.23	1.59	347.39	0.00
115.29	0.33	0.00	0.00	0.00	0.47	1.69	347.39	0.00
115.39	0.33	0.00	0.00	0.00	0.00	0.00	347.41	0.00
115.59	0.33	0.00	0.00	0.98	0.14	1.59	347.41	0.00
115.69	0.33	0.00	2.93	0.00	0.17	0.56	347.41	0.00
115.79	0.33	26.39	2.93	0.00	0.23	1.13	347.41	0.00
115.89	0.33	0.00	0.00	0.00	0.24	0.00	347.43	0.00
115.99	0.33	0.00	0.00	0.00	0.32	1.54	347.43	0.00
116.09	0.33	22.48	0.00	0.00	0.09	0.36	347.43	0.00
116.19	0.33	0.00	0.00	0.00	0.47	0.41	347.43	0.00
116.29	0.33	0.00	0.00	0.00	0.09	0.41	347.43	0.00
116.39	0.33	0.00	0.00	0.00	0.08	0.20	347.44	0.00
116.49	0.33	0.00	0.00	0.00	0.33	1.59	347.44	0.00
116.59	0.33	0.00	0.98	28.35	0.33	1.48	347.44	0.00
116.69	0.33	0.98	0.00	0.00	0.08	0.26	347.44	0.00
116.79	0.33	0.00	0.00	0.00	0.18	0.41	347.44	0.00
116.89	4.00	0.00	0.00	14.66	0.29	1.23	347.65	0.00
116.99	4.00	0.00	0.00	0.00	0.21	0.82	347.65	0.00
117.09	4.00	0.00	0.00	0.00	0.29	1.38	347.65	0.00
117.19	4.00	0.00	0.98	0.00	0.37	0.36	347.65	0.00
117.29	4.00	0.00	2.93	0.00	0.12	0.41	347.65	0.00
117.39	219.67	14.66	1.96	0.00	0.26	1.28	359.19	0.00
117.49	219.67	0.00	0.00	0.00	0.27	0.10	359.19	0.00
117.59	219.67	0.00	0.00	0.00	0.17	0.72	359.19	0.00
117.69	219.67	23.46	0.00	0.00	0.08	1.48	359.19	0.00
117.79	219.67	0.00	0.00	0.98	0.24	0.56	359.19	0.00
117.89	219.67	0.00	0.00	0.00	0.18	0.77	370.72	0.00
117.99	219.67	14.66	0.00	0.00	0.06	0.15	370.72	0.00
118.09	219.67	0.00	0.00	0.00	0.23	0.72	370.72	0.00
118.19	219.67	0.00	0.00	26.39	0.35	1.59	370.72	0.00
118.29	219.67	0.98	27.37	0.00	0.11	0.36	370.72	0.00
118.39	219.67	0.00	0.00	0.00	0.24	1.59	382.25	0.00
118.49	219.67	0.00	0.00	0.00	0.23	1.95	382.25	0.00
118.59	219.67	0.00	0.00	0.00	0.23	0.05	382.25	0.00
118.69	219.67	0.98	0.00	6.84	0.35	1.59	382.25	0.00
118.79	219.67	0.00	0.00	21.51	0.08	0.26	382.25	0.00
118.89	219.67	0.00	0.00	0.00	0.12	0.46	393.78	0.00
118.99	219.67	0.00	0.00	0.00	0.14	1.95	393.78	0.00
119.09	219.67	0.00	0.00	0.00	0.23	0.72	393.78	0.00
119.19	219.67	0.00	0.00	0.98	0.41	1.89	393.78	0.00
119.29	219.67	0.00	0.98	27.37	0.09	0.31	393.78	0.00
119.39	219.67	0.00	0.00	0.00	0.20	0.77	405.32	0.00
119.49	219.67	0.00	0.00	0.00	0.06	0.15	405.32	0.00
119.79	219.67	0.00	0.00	0.98	0.17	0.36	405.32	0.00
119.89	215.67	0.98	0.00	0.00	0.27	0.46	416.64	0.00
119.99	215.67	0.00	0.00	0.00	0.00	0.00	416.64	0.00
120.09	215.67	0.00	0.00	0.00	0.00	0.41	416.64	0.00
120.19	215.67	0.00	0.00	0.98	0.53	1.69	416.64	0.00
120.39	0.00	0.00	0.98	6.84	0.35	1.69	416.64	0.00
120.49	0.00	0.00	0.00	0.00	0.29	1.38	416.64	0.00
120.59	0.00	0.00	6.84	4.89	0.35	1.54	416.64	0.00
120.69	0.00	0.00	2.93	0.00	0.11	0.26	416.64	0.00
120.79	0.00	0.00	0.00	0.00	0.12	0.41	416.64	0.00
120.89	0.00	0.00	0.00	0.00	0.09	0.20	416.64	0.00
120.99	0.00	0.00	0.00	0.00	0.32	1.54	416.64	0.00
121.09	0.00	14.66	0.00	0.00	0.12	0.36	416.64	0.00
121.19	0.00	0.00	0.00	0.00	0.11	1.48	416.64	0.00
121.29	0.00	2.93	0.98	0.00	0.26	0.41	416.64	0.00
121.39	0.00	0.00	0.00	0.00	0.27	0.00	416.64	0.00
121.49	0.00	0.00	0.00	0.00	0.33	1.59	416.64	0.00
121.69	0.00	0.00	0.00	0.00	0.08	0.10	416.64	0.00
121.79	0.00	0.00	0.00	0.00	0.12	0.61	416.64	0.00
121.89	0.00	0.00	0.00	0.00	0.27	0.00	416.64	0.00
121.99	0.00	0.00	0.00	0.00	0.30	1.38	416.64	0.00
122.09	0.00	0.00	21.51	0.00	0.18	0.46	416.64	0.00
122.19	0.00	19.55	0.00	0.00	0.09	1.38	416.64	0.00
122.29	0.00	1.96	0.00	0.00	0.26	0.41	416.64	0.00
122.39	0.00	0.00	0.00	0.00	0.00	0.00	416.64	0.00
122.49	0.00	0.00	0.00	0.00	0.32	1.48	416.64	0.00
122.59	0.00	22.48	0.00	0.00	0.11	0.36	416.64	0.00
122.79	0.00	0.00	0.00	0.00	0.00	0.10	416.64	0.00
122.89	0.00	0.00	0.00	0.00	0.09	0.26	416.64	0.00
122.99	0.00	0.00	0.00	0.00	0.26	1.43	416.64	0.00
123.19	0.00	0.00	0.00	0.98	0.00	0.00	416.64	0.00
123.29	0.00	0.00	0.00	0.00	0.18	0.77	416.64	0.00
123.39	0.00	0.00	26.39	2.93	0.23	1.13	416.64	0.00
123.49	0.00	0.00	0.00	0.00	0.33	1.64	416.64	0.00
123.59	0.00	0.00	0.98	22.48	0.35	1.48	416.64	0.00
123.69	0.00	0.00	22.48	0.00	0.09	0.20	416.64	0.00
123.89	0.00	0.00	0.00	0.00	0.23	1.59	416.64	0.00
123.99	0.00	0.00	0.00	0.00	0.32	1.54	416.64	0.00
124.09	0.00	0.00	6.84	2.93	0.35	1.48	416.64	0.00
124.19	0.00	0.00	0.00	0.00	0.12	1.54	416.64	0.00
124.29	0.00	0.00	0.00	0.00	0.49	0.51	416.64	0.00
124.39	0.00	0.00	0.00	28.35	0.27	1.28	416.64	0.00
124.49	0.00	0.00	0.00	0.00	0.40	1.79	416.64	0.00
124.69	0.00	0.00	0.00	0.98	0.49	0.61	416.64	0.00
124.79	0.00	0.00	0.00	0.00	0.06	0.00	416.64	0.00
124.99	0.00	0.00	0.00	0.00	0.12	0.36	416.64	0.00
125.19	0.00	0.00	0.98	26.39	0.35	1.54	416.64	0.00
125.39	0.00	2.93	0.00	0.00	0.27	0.41	416.64	0.00
125.49	0.00	0.00	0.00	0.00	0.03	0.00	416.64	0.00
125.69	0.00	0.00	0.00	0.98	0.18	1.95	416.64	0.00
125.79	0.00	0.00	0.00	0.00	0.46	0.41	416.64	0.00
125.89	0.00	0.00	0.00	0.00	0.12	0.36	416.64	0.00
126.19	0.00	0.00	0.00	0.98	0.44	1.84	416.64	0.00
126.29	0.00	0.00	0.98	0.00	0.08	0.10	416.64	0.00
126.49	0.00	0.00	0.00	0.00	0.11	1.59	416.64	0.00
126.69	0.00	0.00	0.00	0.00	0.35	1.54	416.64	0.00
126.79	0.00	25.42	0.00	0.00	0.08	0.77	416.64	0.00
127.09	0.00	0.00	0.00	0.00	0.33	1.59	416.64	0.00
127.19	0.00	2.93	0.98	0.00	0.30	1.38	416.64	0.00
127.29	0.00	0.00	0.98	6.84	0.00	0.00	416.64	0.00
127.39	0.00	0.00	18.57	0.00	0.21	0.56	416.64	0.00
127.49	0.00	6.84	1.96	0.00	0.26	1.23	416.64	0.00
127.59	0.00	0.00	0.00	0.00	0.00	0.00	416.64	0.00
127.69	0.00	0.00	0.00	0.00	0.35	1.59	416.64	0.00
127.79	0.00	23.46	0.00	0.00	0.12	1.59	416.64	0.00
127.89	0.00	0.00	0.00	0.98	0.15	0.41	416.64	0.00
127.99	0.00	0.00	0.00	0.00	0.20	0.82	416.64	0.00
128.09	0.00	0.00	0.00	0.00	0.11	1.38	416.64	0.00
128.19	0.00	0.00	0.00	0.00	0.29	0.82	416.64	0.00
128.29	0.00	0.00	2.93	4.89	0.35	1.54	416.64	0.00
128.39	0.00	0.00	7.82	0.00	0.06	0.10	416.64	0.00
128.49	0.00	0.00	0.00	0.00	0.49	0.46	416.64	0.00
128.59	0.00	0.00	6.84	3.91	0.27	1.28	416.64	0.00
128.69	0.00	0.00	0.00	0.00	0.30	1.38	416.64	0.00
128.79	0.00	0.98	0.00	0.00	0.32	1.43	416.64	0.00
128.99	0.00	19.55	0.00	0.00	0.12	1.38	416.64	0.00
129.09	0.00	0.98	0.00	0.00	0.24	0.41	416.64	0.00
129.29	0.00	0.00	0.00	0.00	0.27	1.38	416.64	0.00
129.39	0.00	0.00	1.96	0.98	0.65	2.10	416.64	0.00
129.49	0.00	0.00	0.98	0.00	0.08	0.10	416.64	0.00
129.69	0.00	0.00	0.00	0.00	0.53	1.69	416.64	0.00
129.79	0.00	0.00	0.00	0.00	0.00	0.41	416.64	0.00
129.89	0.00	0.00	0.00	0.00	0.26	1.23	416.64	0.00
129.99	0.00	0.00	0.00	0.98	0.47	0.46	416.64	0.00
130.09	0.00	0.00	0.00	0.00	0.17	0.56	416.64	0.00
130.19	0.00	22.48	2.93	0.00	0.27	1.33	416.64	0.00
130.39	0.00	0.00	0.00	0.00	0.33	1.59	416.64	0.00
130.59	0.00	0.00	0.00	0.98	0.47	0.51	416.64	0.00
130.69	0.00	0.00	0.00	0.00	0.12	0.41	416.64	0.00
130.89	0.00	0.00	0.00	0.00	0.37	1.74	416.64	0.00
130.99	0.00	0.00	0.98	6.84	0.38	1.59	416.64	0.00
131.09	0.00	6.84	0.00	0.00	0.12	0.51	416.64	0.00
131.19	0.00	0.00	0.00	0.00	0.23	0.00	416.64	0.00
131.29	0.00	0.00	0.00	28.35	0.27	1.23	416.64	0.00
131.39	0.00	0.00	0.00	0.00	0.12	0.46	416.64	0.00
131.49	0.00	2.93	0.00	0.00	0.32	1.43	416.64	0.00
131.59	0.00	0.00	0.00	0.00	0.47	1.79	416.64	0.00
131.69	0.00	0.98	0.00	0.00	0.24	0.61	416.64	0.00
131.79	0.00	2.93	0.00	0.00	0.27	0.31	416.64	0.00
131.89	0.00	0.00	0.00	0.00	0.06	0.10	416.64	0.00
131.99	0.00	0.00	0.00	0.00	0.27	1.38	416.64	0.00
132.09	0.00	0.00	0.00	0.98	0.59	2.15	416.64	0.00
132.19	0.00	0.00	0.98	0.00	0.12	0.20	416.64	0.00
132.29	0.00	0.00	0.00	0.00	0.11	0.46	416.64	0.00
132.59	0.00	22.48	2.93	0.00	0.27	1.18	416.64	0.00
132.69	0.00	0.00	0.00	0.00	0.53	0.67	416.64	0.00
132.79	0.00	0.00	0.00	0.00	0.18	0.56	416.64	0.00
132.89	0.00	22.48	2.93	0.00	0.24	1.13	416.64	0.00
133.09	0.00	0.00	0.00	0.00	0.33	1.59	416.64	0.00
133.19	0.00	20.53	0.00	0.00	0.12	0.41	416.64	0.00
133.29	0.00	0.00	0.00	0.98	0.47	0.51	416.64	0.00
133.39	0.00	0.00	0.00	0.00	0.12	0.46	416.64	0.00
133.49	0.00	0.00	0.00	0.00	0.12	0.31	416.64	0.00
133.59	0.00	0.00	0.00	0.00	0.37	1.74	416.64	0.00
133.69	0.00	0.00	0.98	5.87	0.35	1.54	416.64	0.00
133.79	0.00	22.48	0.00	0.00	0.09	0.26	416.64	0.00
133.89	0.00	0.00	0.00	0.00	0.47	0.51	416.64	0.00
133.99	0.00	0.00	0.00	6.84	0.29	1.33	416.64	0.00
134.09	0.00	0.00	0.00	0.00	0.33	1.59	416.64	0.00
134.29	0.00	0.00	0.98	0.00	0.18	0.61	416.64	0.00
134.39	0.00	2.93	0.00	0.00	0.09	0.10	416.64	0.00
134.49	0.00	0.98	0.00	0.00	0.26	0.31	416.64	0.00
134.59	0.00	0.00	0.00	0.00	0.47	1.54	416.64	0.00
134.69	0.00	0.00	0.00	0.00	0.33	1.59	416.64	0.00
134.79	0.00	26.39	2.93	0.00	0.35	1.59	416.64	0.00
134.89	0.00	0.00	0.00	22.48	0.08	0.20	416.64	0.00
134.99	0.00	0.00	0.00	0.00	0.12	0.46	416.64	0.00
135.19	0.00	0.00	0.00	0.00	0.33	1.64	416.64	0.00
135.29	0.00	0.00	6.84	1.96	0.35	1.48	416.64	0.00
135.49	0.00	0.00	0.00	14.66	0.00	0.10	416.64	0.00
135.69	0.00	0.00	0.00	0.00	0.29	0.82	416.64	0.00
135.79	0.00	0.00	0.00	0.00	0.32	1.59	416.64	0.00
135.89	0.00	0.00	23.46	0.00	0.20	0.46	416.64	0.00
136.09	0.00	0.00	0.00	0.00	0.00	0.51	416.64	0.00
136.29	0.00	0.00	0.00	0.00	0.35	1.64	416.64	0.00
136.39	0.00	0.00	0.00	2.93	0.43	1.79	416.64	0.00
136.59	0.00	0.00	0.00	0.00	0.20	1.64	416.64	0.00
136.69	0.00	0.00	0.00	2.93	0.32	1.38	416.64	0.00
136.79	0.00	0.00	0.00	0.00	0.41	1.84	416.64	0.00
136.89	0.00	6.84	0.98	0.00	0.32	1.38	416.64	0.00
136.99	0.00	0.00	0.00	0.98	0.00	0.05	416.64	0.00
137.09	0.00	0.00	18.57	0.00	0.21	0.56	416.64	0.00
137.29	0.00	0.00	0.00	0.00	0.00	0.00	416.64	0.00
137.49	0.33	0.00	0.00	0.00	0.17	1.89	416.66	0.00
137.59	0.33	0.00	0.00	0.98	0.00	0.31	416.66	0.00
137.69	0.33	0.00	0.00	0.00	0.23	0.92	416.66	0.00
137.89	0.33	0.00	0.00	0.00	0.35	1.74	416.67	0.00
137.99	0.33	0.00	0.00	0.00	0.35	1.48	416.67	0.00
138.19	0.33	0.00	0.00	0.00	0.37	0.51	416.67	0.00
138.29	0.33	0.00	2.93	4.89	0.27	1.28	416.67	0.00
138.39	0.33	0.00	0.00	0.00	0.32	1.48	416.69	0.00
138.49	0.33	0.98	0.00	0.00	0.32	1.43	416.69	0.00
138.59	0.33	0.00	0.00	0.00	0.15	0.51	416.69	0.00
138.69	0.33	14.66	0.00	0.00	0.14	0.36	416.69	0.00
138.79	0.33	0.98	0.00	0.00	0.29	0.41	416.69	0.00
138.99	0.33	0.00	0.00	0.00	0.27	1.48	416.71	0.00
139.09	0.33	0.00	0.00	0.00	0.23	1.79	416.71	0.00
139.19	0.33	0.00	0.00	27.37	0.09	0.15	416.71	0.00
139.29	0.33	0.00	0.00	0.00	0.24	0.92	416.71	0.00
139.49	0.33	0.00	0.00	0.00	0.24	0.41	416.73	0.00
139.59	0.33	0.00	4.89	0.98	0.35	1.54	416.73	0.00
139.69	0.33	0.00	0.00	0.98	0.17	0.26	416.73	0.00
139.79	0.33	0.00	0.00	14.66	0.00	0.10	416.73	0.00
139.89	0.33	0.00	6.84	0.98	0.27	1.28	416.74	0.00
139.99	0.33	0.00	0.00	0.00	0.29	0.10	416.74	0.00
140.09	0.33	0.00	0.00	0.00	0.30	1.43	416.74	0.00
140.19	0.33	0.00	23.46	0.00	0.20	0.56	416.74	0.00
140.29	0.33	0.00	0.00	0.00	0.11	0.82	416.74	0.00
140.49	26.00	0.00	0.00	0.00	0.09	0.26	418.11	0.00
140.59	26.00	0.00	0.00	0.00	0.35	1.69	418.11	0.00
140.69	26.00	0.00	0.00	2.93	0.35	1.59	418.11	0.00
140.79	26.00	0.00	26.39	0.00	0.17	0.61	418.11	0.00
140.89	217.00	0.00	0.00	0.00	0.17	0.82	429.50	0.00
140.99	217.00	1.96	0.00	0.00	0.30	0.51	429.50	0.00
141.19	217.00	0.00	0.00	0.00	0.30	1.43	429.50	0.00
141.29	217.00	0.00	0.00	2.93	0.00	0.20	429.50	0.00
141.39	217.00	0.00	14.66	0.00	0.18	0.56	440.89	0.00
141.49	217.00	14.66	0.98	0.00	0.27	1.33	440.89	0.00
141.59	217.00	0.00	0.00	0.00	0.23	0.61	440.89	0.00
141.79	217.00	0.00	22.48	0.00	0.17	0.41	440.89	0.00
141.89	217.00	14.66	0.00	0.00	0.12	0.36	452.29	0.00
141.99	217.00	0.98	0.00	0.00	0.30	0.51	452.29	0.00
142.09	217.00	0.00	0.00	0.00	0.09	0.56	452.29	0.00
142.19	217.00	0.00	0.00	0.00	0.15	0.67	452.29	0.00
142.29	217.00	0.98	23.46	0.00	0.18	0.46	452.29	0.00
142.39	217.00	14.66	0.00	0.00	0.12	0.36	463.68	0.00
142.49	217.00	0.98	0.00	0.00	0.23	0.10	463.68	0.00
142.59	217.00	0.00	0.00	0.00	0.20	1.48	463.68	0.00
142.69	217.00	0.00	0.00	0.00	0.49	1.43	463.68	0.00
142.79	217.00	0.00	22.48	0.00	0.17	0.46	463.68	0.00
142.89	217.00	14.66	0.00	0.00	0.14	0.36	475.07	0.00
142.99	217.00	1.96	0.00	0.00	0.30	1.23	475.07	0.00
143.09	217.00	0.00	0.00	0.00	0.38	0.72	475.07	0.00
143.19	217.00	0.00	0.00	0.00	0.00	0.20	475.07	0.00
143.29	217.00	0.98	14.66	0.00	0.17	0.46	475.07	0.00
143.39	191.00	0.98	0.00	0.00	0.18	0.61	485.10	0.00
143.49	191.00	2.93	0.00	0.00	0.32	1.54	485.10	0.00
143.69	191.00	0.00	0.00	0.00	0.14	0.92	485.10	0.00
143.79	191.00	0.00	0.00	0.00	0.15	0.46	485.10	0.00
143.89	0.00	0.00	19.55	0.00	0.17	0.51	485.10	0.00
143.99	0.00	6.84	2.93	0.00	0.23	1.08	485.10	0.00
144.09	0.00	0.00	0.00	0.00	0.26	1.23	485.10	0.00
144.19	0.00	0.00	0.00	0.00	0.30	1.48	485.10	0.00
144.29	0.00	0.00	0.00	14.66	0.00	0.00	485.10	0.00
144.39	0.00	0.00	0.98	26.39	0.14	0.51	485.10	0.00
144.49	0.00	2.93	4.89	0.98	0.27	1.28	485.10	0.00
144.59	0.00	0.00	0.00	0.00	0.29	1.23	485.10	0.00
144.79	0.00	0.00	0.98	0.00	0.15	0.46	485.10	0.00
144.89	0.00	0.00	0.00	0.00	0.23	0.61	485.10	0.00
144.99	0.00	6.84	0.98	0.00	0.26	1.18	485.10	0.00
145.09	0.00	0.00	0.00	0.00	0.24	0.00	485.10	0.00
145.19	0.00	0.00	0.00	0.00	0.32	1.54	485.10	0.00
145.29	0.00	0.00	0.00	0.00	0.18	0.61	485.10	0.00
145.39	0.00	0.00	0.00	1.96	0.14	1.54	485.10	0.00
145.49	0.00	0.98	0.00	0.00	0.00	0.10	485.10	0.00
145.69	0.00	0.00	0.00	0.00	0.37	1.64	485.10	0.00
145.79	0.00	26.39	1.96	0.00	0.35	1.64	485.10	0.00
145.89	0.00	0.00	0.00	0.98	0.47	0.20	485.10	0.00
145.99	0.00	0.00	0.00	0.00	0.12	0.41	485.10	0.00
146.09	0.00	0.00	0.00	0.00	0.12	1.38	485.10	0.00
146.19	0.00	0.00	0.00	0.00	0.35	1.74	485.10	0.00
146.39	0.00	0.00	0.00	0.00	0.09	0.20	485.10	0.00
146.59	0.00	0.00	0.00	0.00	0.47	1.74	485.10	0.00
146.69	0.00	0.00	0.00	0.00	0.37	1.79	485.10	0.00
146.89	0.00	0.00	0.00	0.98	0.23	0.20	485.10	0.00
146.99	0.00	0.00	0.00	16.62	0.00	0.20	485.10	0.00
147.19	0.00	0.00	0.00	0.00	0.26	1.23	485.10	0.00
147.29	0.00	0.98	0.00	0.00	0.30	1.43	485.10	0.00
147.49	0.00	14.66	0.00	0.00	0.15	0.36	485.10	0.00
147.59	0.00	0.00	0.00	0.00	0.18	1.59	485.10	0.00
147.69	0.00	0.00	0.00	0.00	0.06	0.00	485.10	0.00
147.79	0.00	0.00	0.00	0.00	0.35	1.59	485.10	0.00
147.89	0.00	0.00	0.00	0.98	0.21	2.00	485.10	0.00
147.99	0.00	0.00	0.00	0.00	0.00	0.00	485.10	0.00
148.09	0.00	0.00	0.00	0.00	0.12	0.41	485.10	0.00
148.19	0.00	0.00	0.00	0.00	0.11	0.36	485.10	0.00
148.29	0.00	0.00	0.00	0.00	0.35	1.69	485.10	0.00
148.39	0.00	0.00	0.00	6.84	0.35	1.59	485.10	0.00
148.59	0.00	0.00	0.00	0.00	0.20	0.31	485.10	0.00
148.69	0.00	0.00	0.00	22.48	0.32	1.38	485.10	0.00
148.79	0.00	0.00	0.00	0.00	0.41	1.84	485.10	0.00
148.99	0.00	0.00	0.00	0.98	0.23	1.79	485.10	0.00
149.19	0.00	28.35	1.96	0.00	0.27	1.23	485.10	0.00
149.29	0.00	0.00	0.00	0.00	0.24	0.00	485.10	0.00
149.49	0.00	22.48	0.00	0.00	0.12	0.46	485.10	0.00
149.59	0.00	0.00	0.00	0.00	0.47	0.41	485.10	0.00
149.69	0.00	0.00	0.00	0.00	0.12	0.41	485.10	0.00
149.79	0.00	0.00	0.00	0.00	0.12	0.26	485.10	0.00
149.89	0.00	0.00	0.00	0.00	0.35	1.74	485.10	0.00
149.99	0.00	0.00	0.00	14.66	0.40	1.69	485.10	0.00
150.09	0.00	0.00	25.42	0.00	0.12	0.26	485.10	0.00
150.29	0.00	0.00	0.00	0.00	0.35	1.38	485.10	0.00
150.39	0.00	0.00	0.00	0.00	0.26	1.23	485.10	0.00
150.49	0.00	22.48	0.98	0.00	0.35	1.43	485.10	0.00
150.59	0.00	0.00	0.00	0.00	0.17	1.59	485.10	0.00
150.69	0.00	0.00	0.00	15.64	0.18	0.56	485.10	0.00
150.79	0.00	0.00	0.00	0.00	0.15	0.67	485.10	0.00
150.89	0.00	0.00	0.00	0.00	0.29	0.00	485.10	0.00
150.99	0.00	0.00	0.00	0.00	0.32	1.43	485.10	0.00
151.19	0.00	0.00	0.00	0.00	0.12	1.54	485.10	0.00
151.29	0.00	0.98	0.00	0.00	0.00	0.41	485.10	0.00
151.39	0.00	0.00	0.00	0.00	0.09	0.26	485.10	0.00
151.49	0.00	0.00	0.00	0.00	0.27	1.33	485.10	0.00
151.59	0.00	0.00	0.00	0.98	0.65	2.20	485.10	0.00
151.69	0.00	0.00	0.00	27.37	0.09	0.10	485.10	0.00
151.79	0.00	0.00	0.00	0.00	0.12	0.46	485.10	0.00
151.89	0.00	0.00	0.00	0.00	0.12	1.59	485.10	0.00
151.99	0.00	0.00	0.00	0.00	0.35	1.69	485.10	0.00
152.09	0.00	0.00	26.39	1.96	0.33	1.48	485.10	0.00
152.19	0.00	0.98	0.00	0.00	0.14	0.31	485.10	0.00
152.29	0.00	0.00	0.00	0.00	0.20	0.82	485.10	0.00
152.49	0.00	0.00	0.00	0.00	0.33	1.48	485.10	0.00
152.59	0.00	1.96	0.00	0.00	0.32	1.43	485.10	0.00
152.79	0.00	0.00	0.00	0.00	0.24	0.67	485.10	0.00
152.99	0.00	0.00	0.00	0.00	0.00	0.00	485.10	0.00
153.19	0.00	0.00	0.00	0.00	0.21	2.20	485.10	0.00
153.29	0.00	0.00	0.00	0.00	0.00	0.10	485.10	0.00
153.49	0.00	0.00	0.00	0.00	0.12	0.36	485.10	0.00
153.59	0.00	0.00	0.00	0.00	0.30	1.43	485.10	0.00
153.79	0.00	0.00	0.00	0.00	0.17	0.56	485.10	0.00
153.89	0.00	0.00	0.00	0.00	0.18	1.59	485.10	0.00
154.09	0.00	0.00	0.00	0.00	0.38	1.79	485.10	0.00
154.19	0.00	0.00	4.89	0.98	0.37	1.54	485.10	0.00
154.29	0.00	0.00	0.00	0.00	0.17	1.64	485.10	0.00
154.39	0.00	0.00	0.00	0.00	0.24	0.51	485.10	0.00
154.49	0.00	0.00	0.98	4.89	0.29	1.33	485.10	0.00
154.59	0.00	0.00	0.00	0.00	0.35	1.64	485.10	0.00
154.69	0.00	4.89	0.98	0.00	0.32	1.43	485.10	0.00
154.89	0.00	0.00	2.93	0.00	0.20	0.67	485.10	0.00
154.99	0.00	14.66	2.93	0.00	0.29	1.38	485.10	0.00
155.09	0.00	0.00	0.00	0.00	0.29	0.00	485.10	0.00
155.19	0.00	0.00	0.00	0.00	0.32	1.48	485.10	0.00
155.29	0.00	0.00	6.84	0.00	0.20	0.56	485.10	0.00
155.39	0.00	0.00	26.39	0.00	0.15	0.36	485.10	0.00
155.49	0.00	0.00	0.00	0.00	0.18	1.59	485.10	0.00
155.69	0.00	0.00	0.00	0.00	0.37	1.59	485.10	0.00
155.79	0.00	0.00	0.00	0.00	0.20	2.00	485.10	0.00
155.99	0.00	0.00	0.00	0.00	0.14	0.46	485.10	0.00
156.19	0.00	0.00	0.00	0.00	0.37	1.74	485.10	0.00
156.29	0.00	0.00	1.96	28.35	0.38	1.54	485.10	0.00
156.49	0.00	0.00	0.00	0.00	0.20	1.54	485.10	0.00
156.59	0.00	0.00	0.00	0.00	0.47	1.84	485.10	0.00
156.69	0.00	0.00	0.00	0.00	0.38	1.74	485.10	0.00
156.79	0.00	26.39	2.93	0.00	0.37	1.59	485.10	0.00
156.99	0.00	0.00	0.00	0.98	0.00	0.00	485.10	0.00
157.19	0.00	0.00	0.00	0.00	0.17	0.77	485.10	0.00
