sep=	
t[s]	Mv	Wv	Ph	Pf	T1	T2	d	angle
0.02	70.67	9.78	563.05	125.12	1.83	6.71	0.00	0.00
0.12	70.67	1.96	523.95	93.84	1.95	6.45	0.00	0.00
0.32	70.67	14.66	529.81	124.14	1.70	5.68	0.00	0.00
0.42	70.67	0.00	571.85	117.30	2.05	6.60	0.00	0.00
0.52	140.67	0.00	571.85	124.14	2.07	6.55	0.00	0.00
0.62	140.67	7.82	540.57	115.35	1.80	6.14	0.00	0.00
0.72	140.67	43.99	511.24	132.94	1.61	6.19	0.00	0.00
0.82	140.67	0.00	552.30	115.35	1.64	6.09	0.00	0.00
0.92	210.67	23.46	527.86	105.57	1.58	6.30	0.00	0.00
1.02	210.67	0.00	545.45	94.82	1.93	5.73	0.00	0.00
1.12	210.67	0.00	563.05	117.30	2.07	6.35	0.00	0.00
1.22	210.67	12.71	528.84	120.23	1.60	6.30	0.00	0.00
1.42	281.00	10.75	515.15	110.46	2.04	5.78	0.00	0.00
1.52	281.00	3.91	567.94	113.39	1.81	6.45	0.00	0.00
1.62	281.00	22.48	531.77	108.50	1.70	5.07	0.00	0.00
1.72	281.00	2.93	540.57	118.28	1.76	5.73	0.00	0.00
1.82	281.00	0.00	550.34	111.44	1.93	6.50	0.00	0.00
1.92	351.33	0.00	557.18	101.66	1.87	5.43	0.00	0.00
2.02	351.33	23.46	543.50	116.32	2.01	6.14	0.00	0.00
2.12	351.33	6.84	514.17	129.03	1.78	6.35	0.00	0.00
2.22	351.33	0.00	551.32	101.66	1.96	5.73	0.00	0.00
2.32	351.33	0.98	547.41	121.21	1.87	6.14	0.00	0.00
2.42	421.33	0.00	557.18	99.71	2.13	6.55	0.00	0.00
2.52	421.33	2.93	542.52	117.30	1.69	5.27	0.00	0.00
2.62	421.33	10.75	552.30	111.44	1.75	6.50	0.00	0.00
2.72	421.33	7.82	548.39	124.14	1.70	5.68	0.00	0.00
2.82	421.33	6.84	523.95	124.14	1.63	5.94	0.00	0.00
2.92	420.67	0.00	563.05	103.62	1.90	6.96	0.00	0.00
3.02	420.67	14.66	548.39	131.96	1.52	5.73	0.00	0.00
3.22	420.67	0.00	564.03	109.48	1.81	5.89	0.00	0.00
3.32	420.67	14.66	521.99	124.14	1.46	5.68	0.00	0.00
3.42	420.67	0.00	517.11	101.66	1.69	5.78	0.00	0.00
3.52	420.67	1.96	512.22	110.46	1.70	5.27	0.00	0.00
3.62	420.67	9.78	513.20	122.19	1.58	6.50	0.00	0.00
3.72	420.67	0.00	550.34	124.14	1.93	5.99	0.00	0.00
3.82	420.67	6.84	510.26	105.57	1.80	6.14	0.00	0.00
3.92	420.67	11.73	510.26	117.30	1.46	5.99	0.00	0.00
4.02	420.67	13.69	537.63	117.30	1.75	6.96	0.00	0.00
4.12	420.67	0.00	552.30	102.64	2.15	6.04	0.00	0.00
4.22	420.67	14.66	524.93	117.30	1.70	5.89	0.00	0.00
4.32	420.67	7.82	556.21	118.28	1.69	5.73	0.00	0.00
4.42	420.67	0.00	523.95	109.48	2.11	6.14	0.00	0.00
4.52	420.67	0.00	531.77	110.46	1.64	5.43	0.00	0.00
4.62	420.67	7.82	537.63	103.62	1.86	6.45	0.00	0.00
4.72	420.67	23.46	559.14	124.14	1.76	6.45	0.00	0.00
4.82	420.67	27.37	553.27	111.44	1.80	5.27	0.00	0.00
4.92	420.67	0.00	565.98	117.30	1.81	5.73	0.00	0.00
5.12	420.67	5.87	552.30	116.32	1.83	5.89	0.00	0.00
5.22	420.67	0.00	548.39	109.48	1.81	6.50	0.00	0.00
5.32	420.67	0.00	531.77	93.84	1.92	5.48	0.00	0.00
5.42	420.67	9.78	510.26	120.23	1.64	5.32	0.00	0.00
5.52	420.67	2.93	564.03	115.35	1.87	6.81	0.00	0.00
5.62	420.67	0.00	565.00	113.39	1.86	6.96	0.00	0.00
5.72	420.67	0.00	535.68	86.02	1.92	5.84	0.00	0.00
5.82	420.67	2.93	522.97	110.46	1.90	5.73	0.00	0.00
5.92	420.67	3.91	539.59	124.14	1.64	6.14	0.00	0.00
6.02	420.67	7.82	533.72	116.32	1.93	6.50	0.00	0.00
6.12	420.67	0.00	552.30	109.48	1.75	5.78	0.00	0.00
6.22	420.67	0.00	567.94	99.71	2.16	5.84	0.00	0.00
6.32	420.67	10.75	513.20	115.35	1.95	6.09	0.00	0.00
6.42	420.67	7.82	529.81	110.46	1.83	5.12	0.00	0.00
6.52	420.67	4.89	531.77	102.64	1.93	6.55	0.00	0.00
6.62	420.67	7.82	559.14	117.30	1.81	6.50	0.00	0.00
6.72	420.67	14.66	537.63	117.30	1.89	5.53	0.00	0.00
6.82	420.67	0.00	554.25	116.32	1.89	5.43	0.00	0.00
6.92	420.67	27.37	552.30	120.23	1.76	5.89	0.00	0.00
7.02	420.67	11.73	530.79	124.14	1.73	5.78	0.00	0.00
7.12	420.67	11.73	545.45	117.30	1.75	6.30	0.00	0.00
7.22	420.67	0.00	508.31	109.48	1.58	5.38	0.00	0.00
7.32	420.67	7.82	517.11	117.30	1.76	6.45	0.00	0.00
7.42	420.67	3.91	565.00	124.14	1.75	6.50	0.00	0.00
7.52	420.67	0.00	534.70	116.32	1.83	6.50	0.00	0.00
7.62	420.67	0.00	526.88	93.84	1.76	6.14	0.00	0.00
7.72	420.67	0.00	514.17	110.46	1.86	6.55	0.00	0.00
7.82	420.33	10.75	533.72	124.14	1.46	6.50	0.00	0.00
7.92	420.33	0.00	548.39	109.48	1.87	6.35	0.00	0.00
8.02	420.33	0.00	558.16	100.68	1.93	5.84	0.00	0.00
8.12	420.33	0.00	548.39	107.53	1.93	6.25	0.00	0.00
8.22	420.33	0.00	523.95	110.46	1.76	5.84	0.00	0.00
8.32	420.33	0.00	551.32	93.84	1.99	6.55	0.00	0.00
8.42	420.33	0.00	532.75	108.50	2.11	5.99	0.00	0.00
8.52	420.33	0.00	546.43	104.59	1.93	6.35	0.00	0.00
8.62	420.33	0.00	538.61	93.84	1.87	5.32	0.00	0.00
8.72	420.33	0.00	554.25	94.82	1.80	5.32	0.00	0.00
8.82	420.33	25.42	532.75	125.12	1.90	5.94	0.00	0.00
8.92	420.33	14.66	522.97	108.50	1.46	5.48	0.00	0.00
9.02	420.33	13.69	519.06	124.14	1.46	5.68	0.00	0.00
9.12	420.33	8.80	509.29	108.50	1.76	6.04	0.00	0.00
9.22	420.33	0.00	539.59	104.59	1.93	6.09	0.00	0.00
9.32	420.67	0.00	570.87	113.39	1.93	6.14	0.00	0.00
9.42	420.67	0.00	553.27	109.48	1.81	6.66	0.00	0.00
9.52	420.67	10.75	521.99	95.80	1.73	5.63	0.00	0.00
9.62	420.67	22.48	515.15	124.14	1.70	5.58	0.00	0.00
9.72	420.67	2.93	553.27	122.19	1.76	6.55	0.00	0.00
9.82	420.67	3.91	541.54	113.39	1.69	6.50	0.00	0.00
9.92	420.67	6.84	539.59	117.30	1.73	5.99	0.00	0.00
10.02	420.67	0.00	546.43	108.50	1.93	5.32	0.00	0.00
10.12	420.67	0.00	525.90	95.80	1.93	5.99	0.00	0.00
10.22	420.67	6.84	515.15	124.14	1.70	6.14	0.00	0.00
10.32	420.67	10.75	527.86	125.12	1.86	6.55	0.00	0.00
10.42	420.67	7.82	561.09	123.17	1.73	6.30	0.00	0.00
10.52	420.67	14.66	553.27	104.59	1.98	5.48	0.00	0.00
10.62	420.67	0.00	576.74	123.17	1.75	5.73	0.00	0.00
10.72	420.67	31.28	549.36	117.30	1.83	6.50	0.00	0.00
10.82	420.67	0.00	554.25	121.21	1.81	6.04	0.00	0.00
10.92	420.67	0.00	539.59	112.41	1.67	6.14	0.00	0.00
11.02	420.67	0.00	521.02	96.77	1.89	5.63	0.00	0.00
11.12	420.67	7.82	517.11	116.32	1.83	5.99	0.00	0.00
11.22	420.67	0.98	547.41	123.17	1.64	6.09	0.00	0.00
