Docklight Log File (ASCII) - Started 



sep=	
state	t[s]	Mv	Wv	Ph	Pf	T1	T2	d	angle
5	40.53	575.67	1000.00	7.82	0.98	0.30	0.92	0.00	0.00
5	40.63	575.67	1000.00	0.00	0.00	0.23	1.64	0.00	0.00
5	40.73	575.67	1000.00	0.00	16.62	0.00	0.77	0.00	0.00
5	40.83	575.67	1000.00	0.00	1.96	0.29	1.38	0.00	0.00
5	40.93	575.67	1000.00	6.84	0.00	0.21	1.23	0.00	0.00
5	41.03	575.67	1000.00	12.71	0.00	0.17	0.82	0.00	0.00
5	41.13	575.67	1000.00	7.82	0.00	0.41	1.64	0.00	0.00
5	41.23	575.67	1000.00	35.19	0.00	0.49	0.56	0.00	0.00
5	41.33	575.67	1000.00	0.00	0.00	0.17	0.41	0.00	0.00
5	41.43	575.67	1000.00	0.00	6.84	0.24	0.77	0.00	0.00
5	41.53	575.67	1000.00	2.93	9.78	0.29	0.97	0.00	0.00
5	41.63	575.67	1000.00	0.00	13.69	0.11	1.64	0.00	0.00
5	41.73	575.67	1000.00	0.98	0.00	0.41	1.23	0.00	0.00
5	41.93	576.00	1000.00	48.88	20.53	0.03	0.00	0.00	0.00
5	42.03	576.00	1000.00	42.03	1.96	0.06	0.41	0.00	0.00
5	42.13	576.00	1000.00	62.56	2.93	0.24	1.38	0.00	0.00
5	42.23	576.00	1000.00	70.38	6.84	0.49	0.77	0.00	0.00
5	42.33	576.33	1000.00	73.31	0.00	0.14	0.41	0.00	0.00
5	42.43	576.33	1000.00	79.18	0.00	0.15	1.38	0.00	0.00
5	42.53	576.33	1000.00	100.68	0.00	0.35	0.92	0.00	0.00
5	42.63	576.33	1000.00	104.59	0.00	0.23	1.64	0.00	0.00
5	42.73	576.33	1000.00	131.96	0.00	0.29	1.54	0.00	0.00
5	42.83	576.67	1000.00	141.74	0.00	0.00	0.82	0.00	0.00
5	42.93	576.67	1000.00	152.49	0.00	0.27	0.00	0.00	0.00
5	43.03	576.67	1000.00	172.04	4.89	0.00	0.77	0.00	0.00
5	43.13	576.67	1000.00	197.46	0.00	0.40	0.36	0.00	0.00
5	43.23	576.67	1000.00	187.68	0.00	0.23	0.00	0.00	0.00
5	43.33	576.67	1000.00	195.50	3.91	0.43	0.41	0.00	0.00
5	43.43	576.67	1000.00	217.01	30.30	0.14	1.79	0.00	0.00
5	43.53	576.67	1000.00	219.94	14.66	0.24	0.51	0.00	0.00
5	43.63	576.67	1000.00	256.11	2.93	0.35	0.67	0.00	0.00
5	43.73	576.67	1000.00	257.09	3.91	0.40	1.18	0.00	0.00
5	43.93	577.00	1000.00	280.55	0.00	0.41	1.23	0.00	0.00
5	44.03	577.00	1000.00	250.24	3.91	0.12	0.26	0.00	0.00
5	44.13	577.00	1000.00	304.01	0.00	0.23	0.46	0.00	0.00
5	44.23	577.00	1000.00	281.52	10.75	0.00	0.77	0.00	0.00
5	44.33	577.67	1000.00	276.64	2.93	0.18	0.05	0.00	0.00
5	44.43	577.67	1000.00	287.39	0.00	0.35	1.38	0.00	0.00
5	44.53	577.67	1000.00	300.10	2.93	0.24	1.48	0.00	0.00
5	44.63	577.67	1000.00	339.20	0.00	0.46	1.18	0.00	0.00
5	44.73	577.67	1000.00	336.27	24.44	0.00	0.00	0.00	0.00
5	44.83	578.00	1000.00	319.65	0.00	0.14	0.00	0.00	0.00
5	44.93	578.00	1000.00	349.95	0.00	0.37	1.18	0.00	0.00
5	45.03	578.00	1000.00	368.52	0.00	0.23	0.26	0.00	0.00
5	45.13	578.00	1000.00	374.39	10.75	0.23	0.00	0.00	0.00
5	45.23	578.00	1000.00	346.04	1.96	0.03	0.00	0.00	0.00
5	45.33	578.33	1000.00	362.66	0.00	0.29	2.00	0.00	0.00
5	45.43	578.33	1000.00	362.66	6.84	0.17	0.67	0.00	0.00
5	45.53	578.33	1000.00	382.21	14.66	0.26	0.92	0.00	0.00
5	45.63	578.33	1000.00	386.12	13.69	0.00	0.77	0.00	0.00
5	45.73	578.33	1000.00	390.03	0.00	0.17	1.18	0.00	0.00
5	45.93	578.67	1000.00	398.83	7.82	0.00	0.77	0.00	0.00
5	46.03	578.67	1000.00	391.01	0.00	0.35	1.33	0.00	0.00
5	46.13	578.67	1000.00	405.67	0.00	0.20	2.46	0.00	0.00
5	46.23	578.67	1000.00	371.46	10.75	0.14	0.00	0.00	0.00
5	46.33	579.00	1000.00	405.67	5.87	0.27	1.23	0.00	0.00
5	46.43	579.00	1000.00	388.07	27.37	0.18	1.64	0.00	0.00
5	46.53	579.00	1000.00	407.62	14.66	0.23	0.77	0.00	0.00
5	46.63	579.00	1000.00	416.42	0.00	0.47	0.92	0.00	0.00
5	46.73	579.00	1000.00	407.62	0.00	0.43	0.05	0.00	0.00
5	46.93	579.00	1000.00	431.09	0.00	0.43	1.59	0.00	0.00
5	47.03	579.00	1000.00	419.35	6.84	0.24	0.82	0.00	0.00
5	47.13	579.00	1000.00	412.51	2.93	0.30	0.97	0.00	0.00
5	47.23	579.00	1000.00	439.88	0.00	0.21	1.38	0.00	0.00
5	47.33	578.67	1000.00	419.35	14.66	0.12	1.59	0.00	0.00
5	47.43	578.67	1000.00	453.57	2.93	0.35	0.15	0.00	0.00
5	47.53	578.67	1000.00	438.91	0.00	0.23	1.64	0.00	0.00
5	47.63	578.67	1000.00	449.66	4.89	0.18	1.59	0.00	0.00
5	47.73	578.67	1000.00	463.34	0.00	0.23	0.56	0.00	0.00
5	47.83	578.33	1000.00	479.96	13.69	0.02	0.20	0.00	0.00
5	47.93	578.33	1000.00	452.59	2.93	0.00	0.00	0.00	0.00
5	48.03	578.33	1000.00	457.48	13.69	0.35	1.64	0.00	0.00
5	48.13	578.33	1000.00	481.92	0.00	0.23	1.23	0.00	0.00
6	48.23	578.33	1000.00	518.08	5.87	0.47	0.82	0.00	0.00
6	48.33	578.00	1000.00	517.11	3.91	0.37	0.00	0.00	0.00
6	48.43	578.00	1000.00	490.71	7.82	0.24	0.36	0.00	0.00
6	48.53	578.00	1000.00	523.95	2.93	0.47	1.64	0.00	0.00
6	48.63	578.00	1000.00	515.15	7.82	0.11	1.43	0.00	0.00
6	48.73	578.00	1000.00	540.57	0.00	0.35	0.20	0.00	0.00
6	48.93	577.33	1000.00	584.56	13.69	0.43	1.59	0.00	0.00
6	49.03	577.33	1000.00	609.97	17.60	0.00	0.00	0.00	0.00
6	49.13	577.33	1000.00	666.67	14.66	0.00	0.15	0.00	0.00
6	49.23	577.33	1000.00	702.83	13.69	0.18	1.18	0.00	0.00
6	49.33	577.33	1000.00	743.89	0.00	0.52	0.67	0.00	0.00
6	49.43	577.33	1000.00	844.57	6.84	0.35	1.64	0.00	0.00
6	49.53	577.33	1000.00	883.68	14.66	0.09	0.77	0.00	0.00
6	49.63	577.33	1000.00	898.34	10.75	0.33	0.41	0.00	0.00
6	49.73	577.33	1000.00	874.88	4.89	0.27	0.20	0.00	0.00
6	49.83	577.00	1000.00	877.81	0.00	0.29	1.59	0.00	0.00
6	49.93	577.00	1000.00	921.80	0.98	0.00	1.59	0.00	0.00
6	50.03	577.00	1000.00	911.05	7.82	0.03	1.64	0.00	0.00
6	50.13	577.00	1000.00	906.16	14.66	0.06	0.00	0.00	0.00
6	50.23	577.00	1000.00	900.29	20.53	0.08	0.46	0.00	0.00
6	50.33	576.67	1000.00	867.06	2.93	0.65	0.92	0.00	0.00
6	50.43	576.67	1000.00	897.36	4.89	0.38	2.00	0.00	0.00
6	50.53	576.67	1000.00	900.29	3.91	0.43	0.41	0.00	0.00
6	50.63	576.67	1000.00	911.05	13.69	0.02	1.59	0.00	0.00
6	50.73	576.67	1000.00	859.24	6.84	0.12	0.31	0.00	0.00
6	50.83	576.67	1000.00	935.48	26.39	0.26	1.02	0.00	0.00
6	50.93	576.67	1000.00	907.14	15.64	0.23	0.20	0.00	0.00
6	51.03	576.67	1000.00	922.78	0.00	0.17	0.20	0.00	0.00
6	51.13	576.67	1000.00	861.19	0.00	0.23	0.41	0.00	0.00
6	51.23	576.67	1000.00	843.60	0.00	0.33	0.82	0.00	0.00
6	51.33	576.33	1000.00	883.68	0.00	0.29	1.54	0.00	0.00
6	51.43	576.33	1000.00	878.79	6.84	0.30	0.20	0.00	0.00
6	51.53	576.33	1000.00	874.88	4.89	0.00	0.15	0.00	0.00
6	51.63	576.33	1000.00	874.88	0.00	0.00	0.36	0.00	0.00
6	51.73	576.33	1000.00	870.97	12.71	0.32	1.08	0.00	0.00
6	51.83	577.00	1000.00	907.14	7.82	0.03	0.61	0.00	0.00
6	51.93	577.00	1000.00	891.50	0.00	0.23	0.10	0.00	0.00
6	52.03	577.00	1000.00	898.34	0.00	0.38	0.77	0.00	0.00
6	52.13	577.00	1000.00	855.33	0.00	0.18	0.36	0.00	0.00
6	52.23	577.00	1000.00	871.95	15.64	0.23	1.43	0.00	0.00
6	52.33	576.67	1000.00	898.34	11.73	0.20	1.59	0.00	0.00
6	52.43	576.67	1000.00	904.20	10.75	0.12	1.02	0.00	0.00
6	52.53	576.67	1000.00	895.41	0.00	0.20	1.33	0.00	0.00
6	52.63	576.67	1000.00	873.90	15.64	0.24	1.13	0.00	0.00
6	52.73	576.67	1000.00	914.96	0.00	0.17	1.43	0.00	0.00
6	52.93	576.67	1000.00	907.14	7.82	0.14	2.05	0.00	0.00
6	53.03	576.67	1000.00	862.17	1.96	0.43	1.64	0.00	0.00
6	53.13	576.67	1000.00	852.39	0.00	0.23	1.48	0.00	0.00
6	53.23	576.67	1000.00	874.88	14.66	0.05	1.59	0.00	0.00
6	53.33	576.67	1000.00	906.16	7.82	0.14	1.38	0.00	0.00
6	53.43	576.67	1000.00	916.91	0.00	0.21	0.87	0.00	0.00
6	53.53	576.67	1000.00	867.06	5.87	0.29	0.36	0.00	0.00
6	53.63	576.67	1000.00	925.71	6.84	0.35	0.87	0.00	0.00
6	53.73	576.67	1000.00	911.05	0.00	0.11	0.51	0.00	0.00
6	53.83	576.33	1000.00	886.61	7.82	0.23	0.00	0.00	0.00
6	53.93	576.33	1000.00	859.24	0.00	0.47	0.20	0.00	0.00
6	54.03	576.33	1000.00	851.42	0.98	0.37	0.77	0.00	0.00
6	54.13	576.33	1000.00	886.61	13.69	0.49	1.43	0.00	0.00
6	54.23	576.33	1000.00	906.16	14.66	0.27	0.72	0.00	0.00
6	54.33	576.33	1000.00	906.16	11.73	0.35	1.48	0.00	0.00
6	54.43	576.33	1000.00	852.39	0.00	0.24	0.82	0.00	0.00
6	54.53	576.33	1000.00	918.87	7.82	0.52	1.74	0.00	0.00
6	54.63	576.33	1000.00	898.34	6.84	0.49	0.05	0.00	0.00
6	54.73	576.33	1000.00	916.91	24.44	0.27	0.77	0.00	0.00
6	54.83	575.67	1000.00	859.24	6.84	0.06	0.00	0.00	0.00
6	54.93	575.67	1000.00	878.79	5.87	0.12	0.36	0.00	0.00
6	55.03	575.67	1000.00	855.33	0.00	0.33	0.97	0.00	0.00
6	55.13	575.67	1000.00	876.83	0.98	0.41	0.82	0.00	0.00
6	55.23	575.67	1000.00	907.14	5.87	0.41	0.82	0.00	0.00
6	55.33	575.67	1000.00	872.92	5.87	0.24	0.20	0.00	0.00
6	55.43	575.67	1000.00	924.73	0.98	0.43	1.48	0.00	0.00
6	55.53	575.67	1000.00	903.23	14.66	0.49	0.20	0.00	0.00
6	55.63	575.67	1000.00	921.80	6.84	0.00	0.10	0.00	0.00
6	55.74	575.67	1000.00	884.65	3.91	0.00	0.00	0.00	0.00
6	55.93	575.67	1000.00	911.05	6.84	0.29	1.54	0.00	0.00
6	56.03	575.67	1000.00	886.61	22.48	0.00	0.15	0.00	0.00
6	56.13	575.67	1000.00	909.09	0.00	0.12	0.77	0.00	0.00
6	56.23	575.67	1000.00	843.60	0.00	0.24	0.56	0.00	0.00
6	56.33	575.67	1000.00	916.91	0.00	0.43	0.56	0.00	0.00
6	56.43	575.67	1000.00	919.84	7.82	0.05	0.82	0.00	0.00
6	56.53	575.67	1000.00	913.98	0.00	0.23	0.77	0.00	0.00
6	56.63	575.67	1000.00	890.52	11.73	0.11	0.56	0.00	0.00
6	56.73	575.67	1000.00	855.33	6.84	0.43	0.61	0.00	0.00
6	56.83	576.00	1000.00	859.24	6.84	0.12	1.08	0.00	0.00
6	56.93	576.00	1000.00	910.07	0.00	0.23	0.77	0.00	0.00
6	57.03	576.00	1000.00	874.88	6.84	0.12	0.77	0.00	0.00
6	57.13	576.00	1000.00	897.36	14.66	0.00	1.13	0.00	0.00
6	57.23	576.00	1000.00	826.00	0.00	0.49	0.41	0.00	0.00
6	57.33	576.00	1000.00	902.25	12.71	0.12	0.97	0.00	0.00
6	57.43	576.00	1000.00	918.87	7.82	0.08	1.23	0.00	0.00
6	57.53	576.00	1000.00	925.71	16.62	0.11	0.46	0.00	0.00
6	57.63	576.00	1000.00	875.86	2.93	0.38	0.56	0.00	0.00
6	57.73	576.00	1000.00	873.90	14.66	0.24	1.18	0.00	0.00
6	57.93	576.00	1000.00	885.63	0.98	0.76	0.41	0.00	0.00
6	58.03	576.00	1000.00	909.09	4.89	0.37	0.77	0.00	0.00
6	58.13	576.00	1000.00	863.15	6.84	0.24	0.41	0.00	0.00
6	58.23	576.00	1000.00	855.33	0.00	0.37	0.51	0.00	0.00
6	58.33	576.33	1000.00	906.16	0.98	0.06	0.05	0.00	0.00
6	58.43	576.33	1000.00	907.14	0.00	0.23	0.00	0.00	0.00
6	58.53	576.33	1000.00	879.77	14.66	0.00	0.41	0.00	0.00
6	58.63	576.33	1000.00	860.22	0.00	0.47	1.43	0.00	0.00
6	58.73	576.33	1000.00	901.27	30.30	0.29	1.59	0.00	0.00
6	58.93	576.67	1000.00	913.98	28.35	0.14	0.87	0.00	0.00
6	59.03	576.67	1000.00	846.53	0.00	0.08	0.41	0.00	0.00
6	59.13	576.67	1000.00	930.60	0.98	0.41	0.87	0.00	0.00
6	59.23	576.67	1000.00	940.37	7.82	0.00	0.77	0.00	0.00
6	59.33	576.67	1000.00	913.98	8.80	0.03	0.36	0.00	0.00
6	59.43	576.67	1000.00	883.68	9.78	0.03	0.46	0.00	0.00
6	59.53	576.67	1000.00	844.57	2.93	0.12	0.41	0.00	0.00
6	59.63	576.67	1000.00	882.70	10.75	0.35	2.41	0.00	0.00
6	59.73	576.67	1000.00	894.43	11.73	0.15	1.38	0.00	0.00
6	59.93	576.67	1000.00	883.68	3.91	0.43	0.00	0.00	0.00
6	60.03	576.67	1000.00	914.96	0.00	0.47	1.84	0.00	0.00
6	60.13	576.67	1000.00	899.32	19.55	0.02	0.61	0.00	0.00
6	60.23	576.67	1000.00	879.77	0.00	0.06	0.05	0.00	0.00
6	60.33	576.67	1000.00	870.97	0.00	0.46	0.82	0.00	0.00
6	60.43	576.67	1000.00	891.50	0.00	0.35	1.64	0.00	0.00
6	60.53	576.67	1000.00	882.70	2.93	0.49	0.72	0.00	0.00
6	60.63	576.67	1000.00	895.41	0.00	0.23	1.23	0.00	0.00
6	60.73	576.67	1000.00	908.11	6.84	0.24	1.59	0.00	0.00
6	60.93	576.67	1000.00	922.78	11.73	0.06	0.77	0.00	0.00
6	61.03	576.67	1000.00	895.41	2.93	0.24	0.36	0.00	0.00
6	61.13	576.67	1000.00	894.43	11.73	0.00	0.77	0.00	0.00
6	61.23	576.67	1000.00	860.22	7.82	0.18	0.77	0.00	0.00
6	61.33	577.00	1000.00	859.24	2.93	0.47	1.43	0.00	0.00
6	61.43	577.00	1000.00	914.96	22.48	0.12	0.56	0.00	0.00
6	61.53	577.00	1000.00	865.10	7.82	0.35	1.23	0.00	0.00
6	61.63	577.00	1000.00	841.64	0.00	0.17	0.92	0.00	0.00
6	61.73	577.00	1000.00	851.42	0.00	0.43	1.13	0.00	0.00
6	61.93	576.67	1000.00	926.69	0.00	0.14	1.38	0.00	0.00
6	62.03	576.67	1000.00	899.32	7.82	0.23	0.56	0.00	0.00
6	62.13	576.67	1000.00	897.36	9.78	0.15	0.56	0.00	0.00
6	62.23	576.67	1000.00	870.97	0.00	0.27	1.43	0.00	0.00
6	62.33	576.67	1000.00	890.52	3.91	0.14	1.59	0.00	0.00
6	62.43	576.67	1000.00	911.05	0.00	0.29	1.18	0.00	0.00
6	62.53	576.67	1000.00	895.41	0.00	0.37	0.77	0.00	0.00
6	62.63	576.67	1000.00	868.04	10.75	0.12	0.82	0.00	0.00
6	62.73	576.67	1000.00	920.82	11.73	0.17	0.77	0.00	0.00
6	62.83	576.67	1000.00	913.98	4.89	0.18	0.41	0.00	0.00
6	62.93	576.67	1000.00	874.88	14.66	0.24	0.26	0.00	0.00
6	63.03	576.67	1000.00	867.06	11.73	0.23	1.38	0.00	0.00
6	63.13	576.67	1000.00	832.84	0.00	0.52	0.61	0.00	0.00
6	63.23	576.67	1000.00	875.86	0.00	0.17	0.77	0.00	0.00
6	63.33	576.67	1000.00	872.92	13.69	0.40	1.18	0.00	0.00
6	63.43	576.67	1000.00	874.88	7.82	0.17	1.59	0.00	0.00
6	63.53	576.67	1000.00	870.97	3.91	0.17	1.64	0.00	0.00
6	63.63	576.67	1000.00	916.91	0.00	0.20	0.77	0.00	0.00
6	63.73	576.67	1000.00	913.98	6.84	0.12	0.36	0.00	0.00
6	63.93	576.67	1000.00	883.68	6.84	0.00	1.59	0.00	0.00
6	64.03	576.67	1000.00	877.81	0.00	0.43	1.74	0.00	0.00
6	64.13	576.67	1000.00	891.50	0.00	0.40	1.18	0.00	0.00
6	64.23	576.67	1000.00	909.09	1.96	0.30	0.77	0.00	0.00
6	64.33	576.00	1000.00	895.41	3.91	0.47	1.18	0.00	0.00
6	64.43	576.00	1000.00	843.60	6.84	0.49	1.48	0.00	0.00
6	64.53	576.00	1000.00	913.98	14.66	0.00	0.36	0.00	0.00
6	64.63	576.00	1000.00	890.52	11.73	0.03	1.08	0.00	0.00
6	64.73	576.00	1000.00	906.16	6.84	0.29	0.77	0.00	0.00
6	64.83	576.00	1000.00	887.59	12.71	0.12	0.67	0.00	0.00
6	64.93	576.00	1000.00	860.22	3.91	0.37	0.97	0.00	0.00
6	65.03	576.00	1000.00	862.17	0.00	0.35	0.77	0.00	0.00
6	65.13	576.00	1000.00	883.68	0.00	0.35	1.54	0.00	0.00
6	65.23	576.00	1000.00	867.06	7.82	0.30	1.08	0.00	0.00
6	65.33	576.00	1000.00	860.22	3.91	0.33	1.79	0.00	0.00
6	65.43	576.00	1000.00	886.61	2.93	0.24	0.46	0.00	0.00
6	65.53	576.00	1000.00	883.68	0.00	0.09	0.77	0.00	0.00
6	65.63	576.00	1000.00	874.88	14.66	0.12	1.59	0.00	0.00
6	65.73	576.00	1000.00	869.01	8.80	0.12	0.67	0.00	0.00
6	65.93	576.00	1000.00	874.88	7.82	0.21	0.00	0.00	0.00
6	66.03	576.00	1000.00	874.88	4.89	0.49	0.97	0.00	0.00
6	66.13	576.00	1000.00	874.88	6.84	0.12	0.56	0.00	0.00
6	66.23	576.00	1000.00	862.17	0.00	0.24	1.13	0.00	0.00
6	66.33	576.00	1000.00	913.00	14.66	0.09	1.38	0.00	0.00
6	66.43	576.00	1000.00	911.05	0.00	0.14	1.18	0.00	0.00
6	66.53	576.00	1000.00	891.50	6.84	0.05	0.31	0.00	0.00
6	66.63	576.00	1000.00	874.88	14.66	0.24	0.36	0.00	0.00
6	66.73	576.00	1000.00	850.44	2.93	0.55	1.08	0.00	0.00
6	66.93	576.33	1000.00	882.70	6.84	0.61	0.20	0.00	0.00
6	67.03	576.33	1000.00	874.88	14.66	0.00	1.18	0.00	0.00
6	67.13	576.33	1000.00	860.22	14.66	0.00	0.61	0.00	0.00
6	67.23	576.33	1000.00	914.96	2.93	0.47	1.64	0.00	0.00
6	67.33	576.67	1000.00	916.91	14.66	0.30	0.20	0.00	0.00
6	67.43	576.67	1000.00	917.89	30.30	0.03	0.72	0.00	0.00
6	67.53	576.67	1000.00	895.41	21.51	0.05	0.10	0.00	0.00
6	67.63	576.67	1000.00	849.46	0.00	0.35	1.64	0.00	0.00
6	67.73	576.67	1000.00	914.96	0.00	0.47	1.64	0.00	0.00
6	67.93	577.67	1000.00	909.09	0.00	0.38	0.67	0.00	0.00
6	68.03	577.67	1000.00	864.13	0.00	0.24	0.41	0.00	0.00
6	68.13	577.67	1000.00	908.11	6.84	0.30	0.77	0.00	0.00
6	68.23	577.67	1000.00	890.52	3.91	0.24	0.87	0.00	0.00
6	68.33	577.67	1000.00	890.52	11.73	0.00	0.15	0.00	0.00
6	68.43	577.67	1000.00	891.50	0.00	0.47	1.64	0.00	0.00
6	68.53	577.67	1000.00	840.66	1.96	0.20	0.92	0.00	0.00
6	68.63	577.67	1000.00	878.79	6.84	0.43	1.59	0.00	0.00
6	68.73	577.67	1000.00	926.69	0.00	0.29	0.97	0.00	0.00
6	68.93	577.67	1000.00	891.50	0.00	0.23	2.30	0.00	0.00
6	69.03	577.67	1000.00	891.50	23.46	0.23	2.25	0.00	0.00
6	69.13	577.67	1000.00	925.71	0.00	0.23	1.79	0.00	0.00
6	69.23	577.67	1000.00	898.34	10.75	0.00	0.82	0.00	0.00
6	69.33	578.00	1000.00	914.96	11.73	0.15	0.77	0.00	0.00
6	69.43	578.00	1000.00	875.86	0.00	0.47	1.13	0.00	0.00
6	69.53	578.00	1000.00	870.97	11.73	0.32	1.18	0.00	0.00
6	69.63	578.00	1000.00	930.60	6.84	0.23	2.35	0.00	0.00
6	69.73	578.00	1000.00	865.10	10.75	0.24	0.15	0.00	0.00
6	69.83	577.67	1000.00	930.60	0.00	0.65	0.82	0.00	0.00
6	69.93	577.67	1000.00	853.37	0.98	0.49	0.20	0.00	0.00
6	70.03	577.67	1000.00	926.69	8.80	0.58	2.56	0.00	0.00
6	70.13	577.67	1000.00	917.89	0.00	0.59	1.23	0.00	0.00
6	70.23	577.67	1000.00	898.34	11.73	0.32	0.36	0.00	0.00
6	70.33	577.00	1000.00	899.32	14.66	0.38	0.92	0.00	0.00
6	70.43	577.00	1000.00	875.86	0.00	0.67	0.46	0.00	0.00
6	70.53	577.00	1000.00	910.07	14.66	0.38	2.41	0.00	0.00
6	70.63	577.00	1000.00	895.41	0.00	0.24	0.82	0.00	0.00
6	70.73	577.00	1000.00	922.78	23.46	0.24	0.97	0.00	0.00
6	70.83	576.67	1000.00	871.95	0.00	0.33	1.18	0.00	0.00
6	70.93	576.67	1000.00	922.78	0.00	0.72	1.95	0.00	0.00
6	71.03	576.67	1000.00	921.80	1.96	0.21	2.00	0.00	0.00
6	71.13	576.67	1000.00	882.70	0.00	0.72	1.02	0.00	0.00
6	71.23	576.67	1000.00	901.27	3.91	0.55	0.41	0.00	0.00
6	71.33	576.67	1000.00	872.92	0.00	0.47	1.02	0.00	0.00
6	71.43	576.67	1000.00	928.64	2.93	0.47	2.41	0.00	0.00
6	71.53	576.67	1000.00	887.59	0.00	0.47	0.26	0.00	0.00
6	71.63	576.67	1000.00	888.56	10.75	0.11	0.77	0.00	0.00
6	71.73	576.67	1000.00	851.42	6.84	0.30	0.00	0.00	0.00
6	71.93	576.67	1000.00	907.14	0.00	0.35	1.59	0.00	0.00
6	72.03	576.67	1000.00	891.50	0.00	0.43	1.18	0.00	0.00
6	72.13	576.67	1000.00	861.19	8.80	0.23	0.97	0.00	0.00
6	72.23	576.67	1000.00	882.70	0.98	0.44	1.69	0.00	0.00
6	72.33	576.67	1000.00	887.59	0.00	0.23	1.28	0.00	0.00
6	72.43	576.67	1000.00	907.14	19.55	0.24	1.02	0.00	0.00
6	72.53	576.67	1000.00	909.09	14.66	0.49	1.33	0.00	0.00
6	72.63	576.67	1000.00	907.14	4.89	0.35	1.43	0.00	0.00
6	72.73	576.67	1000.00	890.52	6.84	0.73	0.77	0.00	0.00
6	72.93	577.00	1000.00	855.33	13.69	0.00	0.15	0.00	0.00
6	73.03	577.00	1000.00	875.86	5.87	0.29	1.64	0.00	0.00
6	73.13	577.00	1000.00	863.15	10.75	0.00	0.77	0.00	0.00
6	73.23	577.00	1000.00	867.06	0.98	0.35	0.67	0.00	0.00
6	73.33	577.67	1000.00	867.06	0.00	0.53	0.51	0.00	0.00
6	73.43	577.67	1000.00	907.14	0.00	0.29	0.82	0.00	0.00
6	73.53	577.67	1000.00	902.25	6.84	0.27	0.46	0.00	0.00
6	73.63	577.67	1000.00	928.64	0.00	0.11	0.51	0.00	0.00
6	73.73	577.67	1000.00	895.41	7.82	0.15	0.41	0.00	0.00
6	73.93	577.67	1000.00	944.28	30.30	0.41	2.05	0.00	0.00
6	74.03	577.67	1000.00	880.74	6.84	0.15	0.46	0.00	0.00
6	74.13	577.67	1000.00	928.64	9.78	0.35	0.82	0.00	0.00
6	74.23	577.67	1000.00	920.82	0.98	0.26	0.92	0.00	0.00
6	74.33	577.67	1000.00	900.29	5.87	0.23	1.54	0.00	0.00
6	74.43	577.67	1000.00	922.78	0.00	0.29	0.72	0.00	0.00
6	74.53	577.67	1000.00	887.59	0.00	0.14	0.00	0.00	0.00
6	74.63	577.67	1000.00	891.50	0.00	0.17	0.56	0.00	0.00
6	74.73	577.67	1000.00	868.04	0.00	0.27	1.43	0.00	0.00
6	74.83	578.00	1000.00	907.14	14.66	0.20	1.28	0.00	0.00
6	74.93	578.00	1000.00	891.50	0.00	0.12	0.26	0.00	0.00
6	75.03	578.00	1000.00	907.14	0.00	0.41	0.92	0.00	0.00
6	75.13	578.00	1000.00	860.22	0.00	0.23	0.82	0.00	0.00
6	75.23	578.00	1000.00	891.50	10.75	0.17	1.64	0.00	0.00
6	75.33	577.67	1000.00	892.47	7.82	0.23	0.00	0.00	0.00
6	75.43	577.67	1000.00	914.96	10.75	0.02	0.36	0.00	0.00
6	75.53	577.67	1000.00	882.70	0.00	0.37	0.36	0.00	0.00
6	75.63	577.67	1000.00	847.51	0.00	0.30	0.77	0.00	0.00
6	75.73	577.67	1000.00	845.55	0.00	0.23	1.54	0.00	0.00
6	75.83	577.67	1000.00	890.52	17.60	0.00	0.87	0.00	0.00
6	75.93	577.67	1000.00	882.70	8.80	0.35	1.43	0.00	0.00
6	76.03	577.67	1000.00	890.52	0.98	0.06	0.41	0.00	0.00
6	76.13	577.67	1000.00	891.50	0.00	0.37	1.84	0.00	0.00
6	76.23	577.67	1000.00	889.54	0.00	0.33	0.41	0.00	0.00
6	76.33	577.67	1000.00	887.59	1.96	0.23	0.82	0.00	0.00
6	76.43	577.67	1000.00	874.88	0.98	0.35	0.97	0.00	0.00
6	76.53	577.67	1000.00	867.06	6.84	0.24	0.56	0.00	0.00
6	76.63	577.67	1000.00	922.78	0.00	0.47	1.23	0.00	0.00
6	76.73	577.67	1000.00	878.79	0.00	0.23	0.20	0.00	0.00
6	76.93	576.67	1000.00	859.24	0.00	0.30	0.51	0.00	0.00
6	77.03	576.67	1000.00	938.42	0.00	0.47	1.23	0.00	0.00
6	77.13	576.67	1000.00	898.34	0.98	0.11	0.10	0.00	0.00
6	77.23	576.67	1000.00	895.41	24.44	0.46	1.18	0.00	0.00
6	77.33	576.67	1000.00	881.72	2.93	0.12	0.00	0.00	0.00
6	77.43	576.67	1000.00	874.88	0.98	0.49	0.46	0.00	0.00
6	77.53	576.67	1000.00	874.88	4.89	0.62	1.33	0.00	0.00
6	77.63	576.67	1000.00	891.50	0.00	0.37	1.18	0.00	0.00
6	77.73	576.67	1000.00	926.69	23.46	0.43	1.54	0.00	0.00
6	77.83	576.67	1000.00	868.04	0.00	0.33	0.00	0.00	0.00
6	77.93	576.67	1000.00	917.89	6.84	0.23	1.64	0.00	0.00
6	78.03	576.67	1000.00	921.80	6.84	0.17	0.00	0.00	0.00
6	78.13	576.67	1000.00	911.05	0.00	0.29	0.82	0.00	0.00
6	78.23	576.67	1000.00	882.70	15.64	0.17	1.02	0.00	0.00
